user_id,item_id,recommend
diego9031,4000,True
diego9031,317360,True
diego9031,223710,True
diego9031,299360,True
diego9031,322330,True
diego9031,1250,True
diego9031,12100,True
diego9031,204360,True
diego9031,440,True
diego9031,224260,True
2768820078,287700,True
2768820078,730,False
2768820078,310950,True
2768820078,377160,True
2768820078,221380,True
2768820078,333950,True
2768820078,222420,False
2768820078,271590,True
2768820078,298110,True
2768820078,222440,True
tarjla,242760,True
tarjla,304930,True
tarjla,441790,True
tarjla,265750,True
tarjla,252490,True
tarjla,4000,True
tarjla,211820,True
tarjla,105600,True
tarjla,251570,True
tarjla,730,True
jjas01,208812,False
jjas01,218620,False
jjas01,243120,True
jjas01,234140,True
jjas01,204450,True
jjas01,225260,True
jjas01,50300,True
jjas01,201810,True
jjas01,212630,False
jjas01,427820,False
76561197974500703,8980,True
76561197974500703,31270,True
76561197974500703,113200,True
76561197974500703,8190,True
76561197974500703,43000,True
76561197974500703,18700,False
76561197974500703,98800,True
76561197974500703,107100,True
76561197974500703,630,True
76561197974500703,57300,True
armouredmarshmallow,33230,True
armouredmarshmallow,239200,True
armouredmarshmallow,440,True
armouredmarshmallow,346900,True
armouredmarshmallow,363970,True
armouredmarshmallow,65790,True
armouredmarshmallow,72850,True
armouredmarshmallow,57300,True
armouredmarshmallow,230410,True
armouredmarshmallow,630,True
darkmassieh,47780,True
darkmassieh,377160,True
darkmassieh,4000,True
darkmassieh,107410,True
darkmassieh,230190,True
darkmassieh,435881,True
darkmassieh,490650,True
darkmassieh,391270,True
darkmassieh,301520,True
darkmassieh,227680,False
asianturtlefrenzy,246420,True
asianturtlefrenzy,289130,True
asianturtlefrenzy,234630,True
asianturtlefrenzy,253030,True
asianturtlefrenzy,249050,True
asianturtlefrenzy,418340,True
asianturtlefrenzy,223850,True
asianturtlefrenzy,263020,True
asianturtlefrenzy,287980,True
asianturtlefrenzy,245550,True
Astrelt,385770,True
Astrelt,252630,True
Astrelt,212200,True
Astrelt,218680,True
Astrelt,230410,True
Astrelt,4000,True
Astrelt,346900,True
Astrelt,440,True
Astrelt,387860,True
Astrelt,221640,True
C14M8S,200210,True
C14M8S,620,True
C14M8S,211820,True
C14M8S,570,False
C14M8S,42910,False
C14M8S,219640,False
C14M8S,550,False
C14M8S,99900,False
C14M8S,240,True
C14M8S,218620,True
aquelecaraqfazaquilo,205350,False
aquelecaraqfazaquilo,330840,True
aquelecaraqfazaquilo,218230,False
aquelecaraqfazaquilo,19000,True
aquelecaraqfazaquilo,242050,True
aquelecaraqfazaquilo,218620,False
aquelecaraqfazaquilo,323500,True
aquelecaraqfazaquilo,12210,True
aquelecaraqfazaquilo,50650,True
aquelecaraqfazaquilo,206420,True
chicken_tonight,286160,True
chicken_tonight,227940,True
chicken_tonight,313120,True
chicken_tonight,220200,True
chicken_tonight,285900,True
chicken_tonight,1840,True
chicken_tonight,206190,True
chicken_tonight,268650,True
chicken_tonight,304930,True
chicken_tonight,223670,True
Norf_Norf,364360,True
Norf_Norf,22380,True
Norf_Norf,6020,True
Norf_Norf,224260,True
Norf_Norf,221100,True
Norf_Norf,35450,True
Norf_Norf,246620,True
Norf_Norf,105600,True
Norf_Norf,4000,True
Norf_Norf,211820,False
OfficialSenix,312280,True
OfficialSenix,417860,False
OfficialSenix,440,True
OfficialSenix,311210,False
OfficialSenix,227940,False
OfficialSenix,730,True
OfficialSenix,4000,False
OfficialSenix,273110,False
OfficialSenix,570,False
OfficialSenix,224260,True
DerpyAura,440,True
DerpyAura,72850,True
DerpyAura,42680,True
DerpyAura,550,True
DerpyAura,319630,True
DerpyAura,379720,True
DerpyAura,218620,True
DerpyAura,266010,True
DerpyAura,235460,True
DerpyAura,49520,True
doctorpotatoes,243870,False
doctorpotatoes,204300,True
doctorpotatoes,374570,True
doctorpotatoes,274190,True
doctorpotatoes,219150,True
doctorpotatoes,225140,True
doctorpotatoes,730,True
doctorpotatoes,233720,True
doctorpotatoes,239030,True
doctorpotatoes,265810,False
76561198038840599,730,True
76561198038840599,65800,True
76561198038840599,223710,True
76561198038840599,1250,True
76561198038840599,48700,True
76561198038840599,218230,True
76561198065247694,286160,True
76561198065247694,253710,False
76561198065247694,253430,True
76561198065247694,387440,False
