user_id,item_id,recommend
chicken_tonight,286160,True
chicken_tonight,227940,True
chicken_tonight,313120,True
chicken_tonight,220200,True
chicken_tonight,285900,True
chicken_tonight,1840,True
chicken_tonight,206190,True
chicken_tonight,268650,True
chicken_tonight,304930,True
chicken_tonight,223670,True
OfficialSenix,312280,True
OfficialSenix,417860,False
OfficialSenix,440,True
OfficialSenix,311210,False
OfficialSenix,227940,False
OfficialSenix,730,True
OfficialSenix,4000,False
OfficialSenix,273110,False
OfficialSenix,570,False
OfficialSenix,224260,True
76561198038840599,730,True
76561198038840599,65800,True
76561198038840599,223710,True
76561198038840599,1250,True
76561198038840599,48700,True
76561198038840599,218230,True
Letachal,269210,True
Letachal,245550,True
Letachal,249870,True
Letachal,363970,True
Letachal,207620,True
Letachal,219740,True
Letachal,207610,True
Letachal,400,True
Letachal,220,True
Letachal,440,True
ImSeriouss,218620,True
ImSeriouss,105600,True
ImSeriouss,570,True
ImSeriouss,211820,True
ImSeriouss,440,True
ImSeriouss,42680,True
ImSeriouss,218620,True
ImSeriouss,105600,True
ImSeriouss,570,True
ImSeriouss,211820,True
ImSeriouss,440,True
ImSeriouss,42680,True
ITCGaming101,730,True
ITCGaming101,550,True
ITCGaming101,295110,True
ITCGaming101,252490,True
ITCGaming101,218620,True
ITCGaming101,12750,True
ITCGaming101,4000,True
ironcass,99900,True
ironcass,417860,True
ironcass,204300,True
ironcass,4000,True
ironcass,440,True
ironcass,424280,True
ironcass,224540,True
ironcass,255710,False
Justmatel,201210,True
Justmatel,218230,True
Justmatel,227700,True
Justmatel,263440,True
Justmatel,570,True
Justmatel,393380,True
76561198062039159,570,True
76561198062039159,222880,True
76561198062039159,200510,True
76561198062039159,730,True
76561198062039159,8930,True
76561198062039159,221640,True
76561198062039159,570,True
76561198062039159,222880,True
76561198062039159,200510,True
76561198062039159,730,True
76561198062039159,8930,True
76561198062039159,221640,True
76561198094304449,218620,True
76561198094304449,223710,True
76561198094304449,208090,True
76561198094304449,304930,True
76561198094304449,51100,True
76561198094304449,104900,True
76561198094304449,49520,True
nitr0ticwolf,22320,True
nitr0ticwolf,286100,True
nitr0ticwolf,4000,True
nitr0ticwolf,304050,True
nitr0ticwolf,302830,False
nitr0ticwolf,440,True
nitr0ticwolf,253710,False
nitr0ticwolf,72850,True
nitr0ticwolf,213650,True
nitr0ticwolf,22320,True
nitr0ticwolf,286100,True
nitr0ticwolf,4000,True
nitr0ticwolf,304050,True
nitr0ticwolf,302830,False
nitr0ticwolf,440,True
nitr0ticwolf,253710,False
nitr0ticwolf,72850,True
nitr0ticwolf,213650,True
PigdogGetSome,377160,True
PigdogGetSome,232090,True
PigdogGetSome,630,True
PigdogGetSome,250400,True
PigdogGetSome,252490,True
PigdogGetSome,238960,True
PigdogGetSome,105600,True
Shredderman962,63380,True
Shredderman962,7670,True
Shredderman962,370100,False
Shredderman962,205230,True
Shredderman962,253710,True
Shredderman962,267610,False
Shredderman962,22380,True
Shredderman962,263960,True
Shredderman962,47790,False
76561198070346631,304930,True
76561198070346631,407420,False
76561198070346631,48700,True
76561198070346631,221100,True
76561198070346631,268500,True
76561198070346631,359550,False
76561198070346631,200510,True
GameTaj,375510,False
GameTaj,327860,True
GameTaj,320300,True
GameTaj,227300,True
GameTaj,17460,True
GameTaj,72850,True
GameTaj,208090,True
GameTaj,241600,True
TheSuccIsGudd,250320,True
TheSuccIsGudd,265930,True
TheSuccIsGudd,220240,True
TheSuccIsGudd,440,True
TheSuccIsGudd,219740,True
TheSuccIsGudd,4000,True
76561198094665607,204360,True
76561198094665607,1250,True
76561198094665607,224540,True
76561198094665607,10090,True
76561198094665607,312210,False
76561198094665607,377160,True
76561198094665607,287390,True
76561198094665607,307780,True
76561198094665607,4000,True
